time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-04-18T14:14:36.967Z,23.857,121.5264,12,5.8,mww,,24,0.321,0.69,us,us6000e2mv,2021-07-03T16:48:11.040Z,"15 km SSW of Hualien City, Taiwan",earthquake,5.8,1.8,0.06,27,reviewed,us,us
2021-04-18T14:11:38.411Z,23.7895,121.5649,10,5.5,mb,,34,0.383,0.76,us,us6000e2mt,2021-07-03T16:48:11.040Z,"21 km S of Hualien City, Taiwan",earthquake,4.4,1.8,0.104,32,reviewed,us,us
2021-04-16T16:21:49.788Z,23.9189,122.0725,20.33,4.5,mb,,99,0.505,0.79,us,us6000e24g,2021-07-03T16:47:41.040Z,"48 km E of Hualien City, Taiwan",earthquake,4.4,2.3,0.057,90,reviewed,us,us
2021-04-16T07:28:13.672Z,23.2404,121.5044,26.43,4.5,mb,,104,0.243,0.85,us,us6000e3mz,2021-07-03T16:49:06.040Z,"82 km S of Hualien City, Taiwan",earthquake,2.7,5.6,0.121,20,reviewed,us,us
2021-04-10T04:47:19.925Z,22.6416,121.4526,10,4.4,mb,,133,0.386,1.21,us,us6000e0ik,2021-06-19T21:24:48.040Z,"101 km NE of Hengchun, Taiwan",earthquake,3.6,1.9,0.203,7,reviewed,us,us
2021-04-07T14:41:34.630Z,23.9295,122.2604,22.12,4.1,mb,,90,0.655,0.47,us,us6000dzqk,2021-06-12T21:38:13.040Z,"66 km E of Hualien City, Taiwan",earthquake,3.5,4.2,0.12,22,reviewed,us,us
2021-04-07T13:19:35.725Z,23.8378,121.4731,15.27,4.3,mwr,,67,0.352,0.35,us,us6000dzpr,2021-06-12T21:38:10.040Z,"20 km SW of Hualien City, Taiwan",earthquake,3.3,0.7,0.069,20,reviewed,us,us
2021-02-22T01:50:48.915Z,22.5681,121.5737,109.25,4.7,mb,,88,0.519,0.97,us,us6000djz9,2021-05-04T14:16:07.040Z,"105 km NE of Hengchun, Taiwan",earthquake,7,5.4,0.064,75,reviewed,us,us
2021-02-08T16:58:03.800Z,24.4058,122.0654,29.76,5.2,mww,,28,0.487,0.71,us,us6000dfmm,2021-04-22T21:51:36.040Z,"50 km SE of Yilan, Taiwan",earthquake,4.4,2.2,0.054,33,reviewed,us,us
2021-02-08T16:56:31.211Z,24.3904,122.3892,64.05,5.1,mb,,67,0.572,0.79,us,us6000dfmk,2021-04-22T21:51:36.040Z,"62 km W of Yonakuni, Japan",earthquake,4.5,5.2,0.056,106,reviewed,us,us
2021-02-07T22:16:55.627Z,24.2987,122.0593,35.12,4,mwr,,95,0.442,0.89,us,us6000dh2d,2021-04-22T21:51:13.040Z,"58 km NE of Hualien City, Taiwan",earthquake,2.7,7.6,0.068,21,reviewed,us,us
2021-01-16T23:10:58.326Z,22.5388,121.4354,14.61,5.1,mww,,31,0.429,0.68,us,us7000d0q4,2021-03-27T21:04:55.040Z,"92 km NE of Hengchun, Taiwan",earthquake,5,3.3,0.075,17,reviewed,us,us
2021-01-10T03:23:29.306Z,23.7861,121.4802,13.55,4.6,mb,,96,0.399,1.13,us,us6000d74m,2021-03-20T21:23:32.040Z,"24 km SSW of Hualien City, Taiwan",earthquake,2,3.5,0.105,27,reviewed,us,us
2021-01-03T02:50:45.982Z,23.7217,122.494,10,4.1,mb,,177,0.879,0.7,us,us6000d546,2021-03-13T22:58:51.040Z,"94 km ESE of Hualien City, Taiwan",earthquake,2.8,1.8,0.214,7,reviewed,us,us
2021-01-02T13:26:46.551Z,24.0311,122.3141,23.93,4.5,mwr,,73,0.672,0.5,us,us6000d50q,2021-03-13T22:58:43.040Z,"72 km E of Hualien City, Taiwan",earthquake,4.7,5.6,0.069,20,reviewed,us,us
2020-12-10T18:15:08.670Z,24.539,122.0538,66.38,4.9,mww,,32,0.554,1.04,us,us7000cpua,2021-02-20T16:11:09.040Z,"38 km SE of Yilan, Taiwan",earthquake,5.7,4.5,0.098,10,reviewed,us,us
2020-12-10T05:29:38.586Z,23.4151,121.5477,36.51,4.9,mb,,75,0.231,0.51,us,us7000cpny,2021-02-20T16:11:02.040Z,"Taiwan",earthquake,4.1,6.4,0.064,78,reviewed,us,us
2020-11-29T13:42:15.156Z,24.2456,122.2004,31.62,4.9,mb,,67,0.557,0.7,us,us7000ckw1,2021-02-06T18:28:56.040Z,"67 km ENE of Hualien City, Taiwan",earthquake,5.6,1.9,0.059,91,reviewed,us,us
2020-11-06T01:40:18.178Z,23.1736,122.0596,21.08,4.9,mww,,83,0.734,1.16,us,us7000cb52,2021-01-23T22:25:30.040Z,"100 km SSE of Hualien City, Taiwan",earthquake,3.9,4.9,0.098,10,reviewed,us,us
2020-11-05T18:36:13.125Z,22.6207,121.3709,26.83,4.9,mb,,69,0.332,0.92,us,us7000caxv,2021-01-23T22:25:30.040Z,"93 km NE of Hengchun, Taiwan",earthquake,4.7,4.1,0.058,93,reviewed,us,us
2020-11-02T23:14:19.162Z,24.0351,122.2938,10,4.2,mb,,99,0.653,0.79,us,us7000cbdr,2021-01-18T23:02:04.040Z,"70 km E of Hualien City, Taiwan",earthquake,5.2,1.4,0.167,10,reviewed,us,us
2020-10-19T14:03:58.354Z,24.4776,122.3187,63.63,4.3,mb,,68,0.631,0.79,us,us6000cc22,2020-12-29T23:07:41.040Z,"65 km ESE of Yilan, Taiwan",earthquake,4.3,6.3,0.129,19,reviewed,us,us
2020-10-12T15:39:43.637Z,24.4748,121.9548,12.12,4.3,mb,,56,0.444,0.71,us,us6000c7s1,2020-12-19T17:22:47.040Z,"37 km SSE of Yilan, Taiwan",earthquake,2.3,4.1,0.11,28,reviewed,us,us
2020-09-23T04:00:00.819Z,23.326,121.5793,25.35,4.3,mwr,,90,0.267,0.85,us,us6000bzy6,2020-12-05T21:02:54.040Z,"72 km S of Hualien City, Taiwan",earthquake,2.4,4.8,0.06,27,reviewed,us,us
2020-09-20T23:54:51.082Z,22.7988,121.6496,10,4.6,mb,,79,0.526,0.91,us,us7000bqlw,2020-11-28T21:31:59.040Z,"127 km ESE of Yujing, Taiwan",earthquake,4.4,1.6,0.057,91,reviewed,us,us
2020-09-17T01:37:52.010Z,23.0495,121.3638,17.83,4.5,mwr,,89,0.346,0.7,us,us7000bp89,2020-11-28T21:31:46.040Z,"92 km E of Yujing, Taiwan",earthquake,5.5,3.1,0.065,23,reviewed,us,us
2020-09-02T08:44:39.838Z,22.7764,121.3079,30.97,4.3,mb,,104,0.214,0.79,us,us7000bgem,2020-11-17T19:44:22.040Z,"94 km ENE of Donggang, Taiwan",earthquake,6.7,5.5,0.119,20,reviewed,us,us
2020-07-26T12:52:29.779Z,24.2781,122.4614,56.29,5.2,mww,,43,0.535,1.02,us,us6000b4dl,2020-10-03T17:32:25.040Z,"58 km WSW of Yonakuni, Japan",earthquake,2.9,5.7,0.063,24,reviewed,us,us
2020-07-18T12:30:47.221Z,23.9307,122.4281,20.51,4.4,mb,,89,0.754,0.82,us,us7000aquq,2020-09-26T16:58:36.040Z,"83 km SW of Yonakuni, Japan",earthquake,3.4,4.9,0.131,17,reviewed,us,us
2020-07-09T04:12:03.036Z,24.1096,121.6933,29.34,4.1,mwr,,90,0.11,0.59,us,us7000akjq,2020-09-19T20:57:59.040Z,"17 km NNE of Hualien City, Taiwan",earthquake,2.7,4.9,0.066,22,reviewed,us,us
2020-07-09T03:24:22.778Z,24.1196,121.6837,29.7,4.3,mwr,,86,0.097,0.77,us,us7000akja,2020-09-19T20:57:59.040Z,"17 km NNE of Hualien City, Taiwan",earthquake,3.6,5.2,0.062,25,reviewed,us,us
2020-07-08T16:54:32.496Z,23.2482,121.2933,26.69,4.2,mb,,89,0.143,1.13,us,us7000ap1a,2020-09-19T20:58:24.040Z,"78 km SE of Lugu, Taiwan",earthquake,3.6,3.1,0.137,15,reviewed,us,us
2020-06-30T12:17:11.987Z,23.1633,121.5891,35,4.3,mb,,91,0.352,0.46,us,us7000af0y,2020-09-05T17:35:36.040Z,"90 km S of Hualien City, Taiwan",earthquake,3.2,2,0.16,11,reviewed,us,us
2020-06-29T12:52:47.851Z,24.3041,122.3589,62.25,4.5,mwr,,31,0.616,0.77,us,us7000aeb6,2020-09-05T17:35:33.040Z,"67 km WSW of Yonakuni, Japan",earthquake,4.3,2.6,0.083,14,reviewed,us,us
2020-06-15T11:36:47.775Z,24.5449,122.3605,10,4.5,mb,,55,0.597,0.45,us,us6000aext,2020-08-22T19:15:03.040Z,"65 km W of Yonakuni, Japan",earthquake,4.2,1.2,0.113,23,reviewed,us,us
2020-06-13T20:18:59.836Z,24.3098,122.4669,53.65,5.4,mww,,35,0.52,1.04,us,us6000abge,2020-08-22T19:14:50.040Z,"56 km WSW of Yonakuni, Japan",earthquake,4.7,3.5,0.089,12,reviewed,us,us
2020-06-12T00:21:33.298Z,23.9173,121.824,23.87,4.1,mwr,,96,0.33,0.81,us,us6000aac9,2020-08-22T19:14:46.040Z,"23 km ESE of Hualien City, Taiwan",earthquake,3.6,3.9,0.062,25,reviewed,us,us
2020-06-11T01:38:25.971Z,24.5135,122.4319,82.21,4.4,mwr,,60,0.529,0.71,us,us6000a9np,2020-08-22T19:14:43.040Z,"57 km W of Yonakuni, Japan",earthquake,4.5,4.9,0.06,27,reviewed,us,us
2020-06-07T01:49:23.181Z,24.0904,121.66,10,4.9,mb,,45,0.102,0.92,us,us6000a7bq,2020-08-18T17:59:00.040Z,"13 km NNE of Hualien City, Taiwan",earthquake,5.1,1.8,0.044,158,reviewed,us,us
2020-05-30T13:02:29.991Z,24.0521,121.5759,17.95,4.5,mb,,86,0.122,0.78,us,us6000a2n6,2020-08-15T20:19:53.040Z,"8 km NNW of Hualien City, Taiwan",earthquake,2.3,3.6,0.077,50,reviewed,us,us
2020-05-24T22:31:29.356Z,24.3263,122.0935,17.42,4.7,mww,,42,0.479,0.55,us,us70009ppi,2020-08-08T18:17:57.040Z,"58 km SE of Yilan, Taiwan",earthquake,5,3.1,0.093,11,reviewed,us,us
2020-05-17T22:53:27.166Z,24.0042,121.7971,10,4.4,mb,,96,0.25,0.46,us,us70009neu,2020-08-02T00:29:11.040Z,"19 km E of Hualien City, Taiwan",earthquake,3.4,1.9,0.082,43,reviewed,us,us
2020-05-03T03:24:41.168Z,23.2553,121.5859,41.81,5.2,mww,,35,0.298,1.21,us,us7000995h,2020-07-18T21:57:14.040Z,"79 km S of Hualien City, Taiwan",earthquake,5.4,4.2,0.089,12,reviewed,us,us
2020-04-12T11:36:40.880Z,24.0188,122.2244,38.27,4.6,mwr,,88,0.595,0.71,us,us70008ut2,2020-06-30T14:03:02.040Z,"63 km E of Hualien City, Taiwan",earthquake,3.6,7.4,0.08,15,reviewed,us,us
2020-04-08T23:49:19.791Z,24.2797,121.8597,26.25,4.4,mb,,68,0.263,0.56,us,us70008s3c,2020-06-30T14:02:47.040Z,"42 km NE of Hualien City, Taiwan",earthquake,3.5,5.3,0.091,35,reviewed,us,us
2020-03-20T04:11:18.210Z,24.223,122.1102,37.15,4.3,mb,,90,0.473,0.61,us,us70008gul,2020-06-06T20:53:55.040Z,"58 km ENE of Hualien City, Taiwan",earthquake,3.7,9.1,0.168,10,reviewed,us,us
2020-03-03T04:12:36.451Z,24.0036,122.5163,25.87,3.8,mwr,,104,0.646,0.35,us,us60008b6d,2020-05-19T22:14:32.040Z,"71 km SW of Yonakuni, Japan",earthquake,3.8,5.5,0.083,14,reviewed,us,us
2020-02-26T05:34:13.071Z,23.7975,121.678,10,4.8,mb,,87,0.382,1.03,us,us600084fu,2020-05-19T22:13:56.040Z,"21 km SSE of Hualien City, Taiwan",earthquake,2.7,1.8,0.07,63,reviewed,us,us
2020-02-25T11:14:03.929Z,24.3743,121.4522,10,5,mww,,36,0.238,0.9,us,us70007we1,2020-05-09T21:41:17.040Z,"46 km NNW of Hualien City, Taiwan",earthquake,3.6,1.8,0.075,17,reviewed,us,us
2020-02-25T01:00:14.117Z,24.5265,122.2463,78.78,4.3,mb,,69,0.69,0.49,us,us600089an,2020-05-09T21:40:53.040Z,"56 km ESE of Yilan, Taiwan",earthquake,9.6,6.7,0.091,34,reviewed,us,us
2020-02-24T12:10:32.745Z,23.806,121.6601,10,4.4,mb,,78,0.371,0.74,us,us6000867r,2020-05-09T21:40:51.040Z,"19 km SSE of Hualien City, Taiwan",earthquake,2.7,1.9,0.098,30,reviewed,us,us
2020-02-19T05:27:45.683Z,23.8332,121.5896,10,4.5,mwr,,99,0.339,1.27,us,us70007swc,2020-05-09T21:40:58.040Z,"15 km S of Hualien City, Taiwan",earthquake,3,1.8,0.073,18,reviewed,us,us
2020-02-15T19:20:13.015Z,23.7875,121.5967,9.41,4.8,mwr,,64,0.384,0.63,us,us70007qzb,2020-05-02T22:09:54.040Z,"20 km S of Hualien City, Taiwan",earthquake,2.8,3.4,0.069,20,reviewed,us,us
2020-02-15T11:05:00.364Z,23.816,121.5801,10,4.9,mww,,77,0.356,0.76,us,us70007qu3,2020-05-02T22:09:53.040Z,"17 km S of Hualien City, Taiwan",earthquake,3.4,1.8,0.098,10,reviewed,us,us
2020-02-15T11:00:05.736Z,23.838,121.6166,10,5.3,mww,,35,0.334,0.67,us,us70007qtx,2020-05-03T03:59:45.272Z,"15 km S of Hualien City, Taiwan",earthquake,5,1.8,0.075,17,reviewed,us,us
2020-02-13T17:49:19.911Z,24.2326,122.1399,35.65,4.6,mb,,76,0.501,0.98,us,us70007pk5,2020-05-02T22:09:46.040Z,"61 km ENE of Hualien City, Taiwan",earthquake,4.6,4.7,0.069,62,reviewed,us,us
2020-02-07T11:57:39.032Z,24.2223,122.1705,53.84,4,mb,,77,0.528,0.32,us,us70007q4c,2020-04-25T22:19:39.040Z,"63 km ENE of Hualien City, Taiwan",earthquake,4.1,7.1,0.195,7,reviewed,us,us
2020-02-03T17:02:57.019Z,23.5082,121.5276,31.25,4.9,mb,,94,0.241,1.36,us,us60007njx,2020-04-18T22:10:20.040Z,"52 km S of Hualien City, Taiwan",earthquake,4.5,5.9,0.058,94,reviewed,us,us
2020-01-13T08:26:12.410Z,23.9153,122.5092,29.29,4.4,mb,,104,0.715,0.82,us,us60007euz,2020-04-02T21:27:37.040Z,"78 km SW of Yonakuni, Japan",earthquake,3.8,6.4,0.162,11,reviewed,us,us
2020-01-08T19:06:41.097Z,23.8203,121.7521,31.78,4.3,mb,,99,0.38,0.65,us,us60007ctu,2020-04-02T21:27:26.040Z,"22 km SE of Hualien City, Taiwan",earthquake,3.8,5.4,0.096,31,reviewed,us,us
2019-12-31T19:10:10.306Z,24.074,121.6908,12.21,4.6,mwr,,64,0.132,0.94,us,us70006sxv,2020-03-14T22:22:49.040Z,"Taiwan",earthquake,3,1.7,0.063,24,reviewed,us,us
2019-12-16T11:25:56.641Z,24.4963,121.8014,35,5,mb,,39,0.372,1.35,us,us60006s4x,2020-10-12T16:07:16.010Z,"29 km S of Yilan, Taiwan",earthquake,3.3,1.9,0.046,151,reviewed,us,us
2019-12-10T04:13:53.323Z,23.9864,121.6028,10,4.4,mb,,73,0.186,0.63,us,us60006pne,2020-03-04T21:26:50.040Z,"1 km N of Hualien City, Taiwan",earthquake,1.5,1.8,0.124,19,reviewed,us,us
2019-11-25T01:32:41.986Z,23.9993,121.7637,9.59,5,mb,,81,0.232,0.85,us,us70006cle,2020-02-14T22:02:19.040Z,"16 km E of Hualien City, Taiwan",earthquake,3,4.2,0.065,75,reviewed,us,us
2019-11-02T19:26:34.791Z,24.3744,121.9711,32.63,4.4,mb,,65,0.397,0.47,us,us700062d8,2020-01-18T20:00:55.040Z,"47 km SSE of Yilan, Taiwan",earthquake,2.8,5.6,0.107,25,reviewed,us,us
2019-10-17T11:44:33.102Z,24.0539,122.4814,17.82,5.1,mww,,89,0.635,1.39,us,us70005uym,2020-01-03T16:09:24.040Z,"69 km SW of Yonakuni, Japan",earthquake,5.9,3.8,0.06,27,reviewed,us,us
2019-09-24T16:48:14.458Z,23.9049,122.2454,14.84,4.5,mb,,103,0.652,0.45,us,us70005px2,2019-12-20T19:04:11.040Z,"65 km E of Hualien City, Taiwan",earthquake,5.9,5.1,0.099,30,reviewed,us,us
2019-09-21T11:05:37.884Z,24.3511,122.422,35,4,mb,,82,0.549,0.99,us,us70005mkl,2019-12-10T17:27:17.040Z,"60 km WSW of Yonakuni, Japan",earthquake,3.2,2,0.212,6,reviewed,us,us
2019-09-10T06:08:03.770Z,23.9859,121.8377,10,4.6,mb,,83,0.29,0.73,us,us60005l83,2019-12-05T18:30:50.040Z,"23 km E of Hualien City, Taiwan",earthquake,3.6,1.9,0.098,31,reviewed,us,us
2019-09-04T13:33:18.914Z,23.9478,122.4804,27.07,4.4,mb,,104,0.708,0.87,us,us70005byr,2019-11-30T19:37:21.040Z,"78 km SW of Yonakuni, Japan",earthquake,3.2,6.3,0.126,18,reviewed,us,us
2019-09-03T00:47:31.723Z,23.7523,121.5522,10,4.3,mwr,,87,0.421,0.85,us,us70005bam,2019-11-30T19:37:35.040Z,"25 km SSW of Hualien City, Taiwan",earthquake,8,1.9,0.069,20,reviewed,us,us
2019-08-31T07:50:18.459Z,23.0237,121.7202,14.26,4.8,mb,,92,0.624,0.67,us,us70005aim,2019-11-15T17:20:51.040Z,"106 km S of Hualien City, Taiwan",earthquake,4.4,5.2,0.089,39,reviewed,us,us
2019-08-18T04:05:15.556Z,23.7219,121.5291,10,4.9,mww,,87,0.39,1.24,us,us600056l4,2019-11-02T15:26:13.040Z,"29 km SSW of Hualien City, Taiwan",earthquake,7.7,1.9,0.086,13,reviewed,us,us
2019-08-17T14:52:05.449Z,23.6901,121.588,10,4.6,mb,,102,0.398,0.96,us,us600056fm,2019-11-02T15:26:12.040Z,"31 km S of Hualien City, Taiwan",earthquake,2.9,1.9,0.136,16,reviewed,us,us
2019-08-10T22:12:39.442Z,23.7403,121.5379,10.48,3.9,mwr,,101,0.41,0.67,us,us60005615,2019-10-29T20:33:56.040Z,"Taiwan",earthquake,2.2,5.3,0.086,13,reviewed,us,us
2019-08-07T23:02:22.731Z,24.5371,121.8723,63.83,4,mb,,117,0.441,0.84,us,us600055gp,2019-10-29T20:33:42.040Z,"27 km SSE of Yilan, Taiwan",earthquake,4.1,6.7,0.173,9,reviewed,us,us
2019-08-07T21:28:03.651Z,24.4782,121.9301,20.79,5.8,mww,,17,0.43,0.83,us,us6000522g,2020-07-10T17:33:44.435Z,"35 km SSE of Yilan, Taiwan",earthquake,5.3,2.1,0.068,21,reviewed,us,us
2019-08-06T01:31:31.148Z,23.6325,121.5504,10,4.5,mwr,,74,0.333,0.71,us,us60005145,2019-10-29T20:33:37.040Z,"38 km S of Hualien City, Taiwan",earthquake,5.8,1.9,0.062,25,reviewed,us,us
2019-08-06T01:19:49.977Z,23.6921,121.5397,10,4.8,mww,,61,0.372,0.71,us,us60005143,2019-10-29T20:33:37.040Z,"32 km SSW of Hualien City, Taiwan",earthquake,3.4,1.8,0.089,12,reviewed,us,us
2019-08-02T22:24:43.209Z,23.5966,121.6594,3.99,4.6,mwr,,66,0.389,0.67,us,us60004zya,2019-10-19T21:42:06.040Z,"42 km S of Hualien City, Taiwan",earthquake,5.8,4.2,0.062,25,reviewed,us,us
2019-08-02T13:53:09.989Z,23.7053,121.5439,10,4.9,mb,,100,0.385,0.7,us,us60004zjn,2019-10-19T21:42:05.040Z,"30 km SSW of Hualien City, Taiwan",earthquake,4.1,1.9,0.071,63,reviewed,us,us
2019-07-16T11:12:30.504Z,24.1893,122.4324,60.69,4,mwr,,102,0.596,0.51,us,us70004lb1,2019-10-04T16:37:02.040Z,"65 km WSW of Yonakuni, Japan",earthquake,2.7,6.3,0.098,10,reviewed,us,us
2019-07-08T18:35:34.760Z,23.8528,122.4717,10,4.7,mb,,125,0.785,0.7,us,us70004ezz,2019-09-26T14:31:01.040Z,"86 km SW of Yonakuni, Japan",earthquake,5.7,1.9,0.046,145,reviewed,us,us
2019-06-05T19:27:19.975Z,23.8162,121.5947,19.2,4.5,mb,,100,0.356,0.88,us,us70003vyv,2019-08-27T17:47:36.040Z,"17 km S of Hualien City, Taiwan",earthquake,3.2,5.7,0.07,60,reviewed,us,us
2019-06-04T09:46:18.374Z,22.9032,121.6864,10,5.5,mww,,14,0.565,0.98,us,us70003v7s,2020-07-10T17:42:22.414Z,"119 km S of Hualien City, Taiwan",earthquake,5.6,1.7,0.05,38,reviewed,us,us
2019-05-25T06:27:40.736Z,23.2119,121.3816,22.44,4,mb,,104,0.195,0.77,us,us60003s0n,2019-08-13T14:30:36.040Z,"87 km SE of Lugu, Taiwan",earthquake,3,6.7,0.212,6,reviewed,us,us
2019-05-23T06:12:49.115Z,24.0176,121.5482,16.6,4.7,mb,,72,0.161,0.73,us,us60003r0x,2019-08-13T14:30:31.040Z,"7 km NW of Hualien City, Taiwan",earthquake,3.2,4.5,0.043,161,reviewed,us,us
2019-05-22T20:41:25.519Z,23.5804,122.1578,10,4.3,mb,,174,0.784,0.78,us,us60003qwt,2019-08-13T14:30:30.040Z,"71 km SE of Hualien City, Taiwan",earthquake,2.4,1.9,0.177,9,reviewed,us,us
2019-05-22T20:15:12.130Z,23.6418,122.0685,15.97,4.4,mb,,169,0.684,1.17,us,us70003t9d,2019-08-13T14:30:48.040Z,"60 km SE of Hualien City, Taiwan",earthquake,4.1,5.6,0.101,28,reviewed,us,us
2019-05-22T01:37:24.751Z,23.9298,121.6458,25.34,4.4,mwr,,116,0.247,0.71,us,us60003qgn,2019-08-13T14:30:28.040Z,"6 km SE of Hualien City, Taiwan",earthquake,3.7,3.3,0.06,27,reviewed,us,us
2019-05-18T16:38:31.258Z,23.9346,122.2551,10,4.6,mb,,103,0.649,0.77,us,us70003n1l,2019-08-07T22:03:49.040Z,"66 km E of Hualien City, Taiwan",earthquake,2.3,1.9,0.077,50,reviewed,us,us
2019-05-14T11:45:17.402Z,24.4363,122.1546,10,4.1,mb,,135,0.573,0.94,us,us60003qli,2019-08-07T22:03:17.040Z,"54 km SE of Yilan, Taiwan",earthquake,3.7,1.9,0.165,10,reviewed,us,us
2019-05-02T10:44:42.235Z,24.4715,121.9866,35,4.5,mb,,115,0.464,1.15,us,us70003fmk,2019-07-25T18:54:07.040Z,"39 km SE of Yilan, Taiwan",earthquake,3.3,2,0.058,86,reviewed,us,us
2019-05-01T03:17:58.042Z,23.7865,121.446,12.98,3.7,mwr,,98,0.408,0.71,us,us70003jag,2019-07-25T18:54:03.040Z,"26 km SW of Hualien City, Taiwan",earthquake,1.6,3.8,0.068,21,reviewed,us,us
2019-04-24T09:06:06.051Z,24.0521,122.3162,10,4.1,mb,,161,0.67,1.29,us,us70003ga9,2019-07-13T18:42:54.040Z,"72 km E of Hualien City, Taiwan",earthquake,2.6,1.9,0.131,16,reviewed,us,us
2019-04-18T05:01:06.493Z,24.0374,121.6501,20,6.1,mww,,23,0.144,1.15,us,us700038c1,2020-07-10T17:38:53.068Z,"8 km NE of Hualien City, Taiwan",earthquake,7,1.8,0.051,37,reviewed,us,us
2019-04-15T15:26:21.732Z,23.9305,121.6075,16.57,4.4,mb,,52,0.242,0.61,us,us70003bdm,2019-06-20T19:03:44.040Z,"5 km S of Hualien City, Taiwan",earthquake,3.8,1.3,0.112,23,reviewed,us,us
2019-04-09T22:57:51.676Z,24.1799,121.9613,23.34,4.5,mwr,,72,0.334,0.81,us,us700033d7,2019-06-20T19:03:09.040Z,"42 km ENE of Hualien City, Taiwan",earthquake,4.5,4.8,0.063,24,reviewed,us,us
2019-04-09T20:24:13.257Z,23.9362,121.602,11.8,5,mb,,81,0.236,0.63,us,us600032iz,2019-06-20T19:03:09.040Z,"4 km S of Hualien City, Taiwan",earthquake,6.4,4.2,0.043,175,reviewed,us,us
2019-04-09T15:13:22.151Z,23.9182,121.599,7.13,4.8,mww,,73,0.254,0.74,us,us2000kcxv,2019-06-20T19:03:08.040Z,"6 km S of Hualien City, Taiwan",earthquake,3.7,4.6,0.071,19,reviewed,us,us
2019-04-04T12:56:49.641Z,23.6726,121.6147,23.99,4.5,mb,,99,0.403,0.77,us,us2000ka7m,2019-06-18T15:50:19.040Z,"33 km S of Hualien City, Taiwan",earthquake,4.1,6.2,0.106,26,reviewed,us,us
2019-03-22T12:05:49.046Z,24.5261,122.4633,80.53,4.6,mb,,64,0.502,0.57,us,us2000k753,2019-06-06T18:54:14.040Z,"54 km W of Yonakuni, Japan",earthquake,4.8,6,0.137,16,reviewed,us,us
2019-03-17T12:44:22.940Z,24.4649,121.9596,20.33,4,mwr,,74,0.441,0.48,us,us1000jhfy,2019-06-01T21:24:22.040Z,"38 km SSE of Yilan, Taiwan",earthquake,1.8,5.7,0.075,17,reviewed,us,us
2019-03-13T21:07:22.930Z,23.0671,121.3937,16.83,4.6,mb,,90,0.335,0.71,us,us1000jf3s,2019-06-01T21:24:13.040Z,"95 km E of Yujing, Taiwan",earthquake,4.7,3.2,0.072,57,reviewed,us,us
2019-03-13T04:32:35.385Z,23.5894,121.5798,30.66,4.7,mwr,,92,0.325,0.65,us,us1000jej3,2019-06-01T21:24:13.040Z,"42 km S of Hualien City, Taiwan",earthquake,3.9,4.8,0.061,26,reviewed,us,us
2019-02-15T14:08:07.063Z,23.7734,121.779,43.26,4.6,mwr,,87,0.432,0.75,us,us2000jifs,2019-05-01T22:00:48.040Z,"28 km SE of Hualien City, Taiwan",earthquake,5,5.9,0.06,27,reviewed,us,us
2019-02-12T18:23:01.920Z,23.7144,121.6306,7.78,4.6,mb,,87,0.443,0.69,us,us2000jgs3,2019-05-01T22:00:36.040Z,"29 km S of Hualien City, Taiwan",earthquake,2.4,0.5,0.103,31,reviewed,us,us
2019-01-30T05:21:35.900Z,23.7346,122.4948,24.94,5.3,mww,,37,0.868,1.23,us,us1000irxk,2019-04-18T19:09:22.040Z,"94 km ESE of Hualien City, Taiwan",earthquake,5.2,3.9,0.055,32,reviewed,us,us
2019-01-19T13:15:05.090Z,23.9825,122.4815,40.56,4.2,mb,,126,0.683,0.84,us,us2000jbzw,2019-04-05T21:41:04.040Z,"75 km SW of Yonakuni, Japan",earthquake,5.1,10.5,0.199,7,reviewed,us,us
2019-01-13T18:28:22.190Z,22.731,121.302,10,4.4,mb,,93,0.658,0.81,us,us1000is3r,2019-04-02T20:51:08.040Z,"92 km ENE of Donggang, Taiwan",earthquake,4.2,1.9,0.17,10,reviewed,us,us
2019-01-08T12:16:44.640Z,23.1861,121.6463,22.57,4.9,mww,,47,0.381,0.9,us,us2000j1cx,2019-04-02T20:51:24.040Z,"87 km S of Hualien City, Taiwan",earthquake,5.3,4,0.083,14,reviewed,us,us
2018-12-25T03:43:15.950Z,23.1845,121.5111,37.04,4.5,mb,,91,0.285,0.98,us,us2000j31e,2019-03-05T17:46:32.040Z,"88 km S of Hualien City, Taiwan",earthquake,4,4.6,0.144,14,reviewed,us,us
2018-12-15T21:21:03.930Z,23.7656,122.001,19.28,5.1,mww,,54,0.55,0.79,us,us2000itxb,2022-05-03T19:41:47.238Z,"46 km ESE of Hualien City, Taiwan",earthquake,6,3.4,0.063,24,reviewed,us,us
2018-12-12T13:24:23.190Z,23.8678,121.5835,11.74,4.5,mwr,,75,0.304,0.49,us,us2000isw5,2019-02-16T22:29:06.040Z,"12 km S of Hualien City, Taiwan",earthquake,4.8,2.5,0.073,18,reviewed,us,us
2018-12-09T15:15:40.220Z,23.9818,121.586,16.6,5.1,mb,,91,0.191,0.4,us,us1000i5c1,2019-02-16T19:52:34.040Z,"1 km WNW of Hualien City, Taiwan",earthquake,4.2,1.2,0.046,153,reviewed,us,us
